centro,almacen,material,descripcion,lote,f_prod,stock,un,un_pallet,f_caja,cajas,pallets,camiones,bloqueado,control_calidad
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24G11FJNLA,11.07.2024,206,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24G12FJNLC,12.07.2024,206,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A08FJNLE,08.01.2025,206,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E14FJHLB,14.05.2024,206,UN,3900,48,4,0.05,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21A14TJNTA,14.01.2021,205,UN,2700,24,9,0.08,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A11FJNLD,11.01.2025,204,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25A31FJHLE,31.01.2025,204,UN,3900,48,4,0.05,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22A28TJNTG,28.01.2022,202,UN,2700,24,8,0.07,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E13FJHLA,13.05.2024,200,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,920100513,JUREL LOMO AHUM RO160,24A17LJHLC,17.01.2024,195,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A13FJNLH,13.01.2025,194,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A11FJNLB,11.01.2025,186,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A08FJNLC,08.01.2025,185,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,22G01TJNTD,01.07.2022,182,UN,2700,24,8,0.07,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E14FJHLG,14.05.2024,180,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A09FJNLB,09.01.2025,178,UN,3900,48,4,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A13FJNLE,13.01.2025,175,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A16FJALF,16.01.2025,175,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A10FJNLE,10.01.2025,174,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A16FJALC,16.01.2025,174,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F21FJNLC,21.06.2024,173,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E11FJALC,11.05.2024,173,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E28FJNLF,28.05.2024,172,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A09FJNLH,09.01.2025,172,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A16FJALD,16.01.2025,171,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F19FJNLD,19.06.2024,168,UN,3900,48,4,0.04,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B01FJHLE,01.02.2025,165,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E14FJHLE,14.05.2024,163,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A14FJALE,14.01.2025,162,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A15FJALH,15.01.2025,162,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25A30FJHLD,30.01.2025,160,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F21FJNLA,21.06.2024,159,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A16FJALA,16.01.2025,158,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F24FJNLB,24.06.2024,156,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E13FJHLE,13.05.2024,156,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A13FJNLA,13.01.2025,154,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E08FJALB,08.05.2024,145,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A14FJALB,14.01.2025,141,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F24FJNLF,24.06.2024,140,UN,3900,48,3,0.04,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E23FJHLG,23.05.2024,138,UN,3900,48,3,0.04,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTK,26.02.2021,137,UN,2700,24,6,0.05,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E28FJNLC,28.05.2024,136,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25J28FJHLE,28.10.2025,134,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E09FJALD,09.05.2024,133,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A21FJNLB,21.01.2025,127,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E07FJALF,07.05.2024,127,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A10FJNLF,10.01.2025,125,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,920100513,JUREL LOMO AHUM RO160,24A13LJHLE,13.01.2024,124,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E07FJALC,07.05.2024,123,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24A25FJHLA,25.01.2024,122,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25A30FJHLF,30.01.2025,122,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F20FJNLA,20.06.2024,121,UN,3900,48,3,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F24FJNLC,24.06.2024,119,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A14FJALF,14.01.2025,118,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E11FJALB,11.05.2024,117,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E27FJNLB,27.05.2024,115,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A14FJALC,14.01.2025,115,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24F26FJHLD,26.06.2024,115,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B01FJHLA,01.02.2025,111,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B03FJHLA,03.02.2025,111,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A15FJALE,15.01.2025,110,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B03FJHLD,03.02.2025,110,UN,3900,48,2,0.03,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,21C29TJNMQ,29.03.2021,108,UN,2700,24,4,0.04,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E28FJNLA,28.05.2024,108,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F18FJNLC,18.06.2024,106,UN,3900,48,2,0.03,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,21L09TJNMP,09.12.2021,105,UN,2700,24,4,0.04,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21A15TJNTA,15.01.2021,105,UN,2700,24,4,0.04,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B01FJHLD,01.02.2025,105,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E11FJALD,11.05.2024,102,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E23FJHLH,23.05.2024,101,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E25FJHLE,25.05.2024,101,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25B06FJNLA,06.02.2025,100,UN,3900,48,2,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F19FJNLF,19.06.2024,94,UN,3900,48,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTM,26.02.2021,92,UN,2700,24,4,0.03,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E23FJHLC,23.05.2024,92,UN,3900,48,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTL,26.02.2021,91,UN,2700,24,4,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E31FJNLA,31.05.2024,90,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F24FJNLG,24.06.2024,90,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A13FJNLF,13.01.2025,90,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A15FJALB,15.01.2025,89,UN,3900,48,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21L15TJNTE,15.12.2021,88,UN,2700,24,4,0.03,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F19FJNLE,19.06.2024,88,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A20FJNLF,20.01.2025,87,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24F26FJHLB,26.06.2024,87,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F17FJNLC,17.06.2024,84,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E11FJALE,11.05.2024,84,UN,3900,48,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTH,26.02.2021,83,UN,2700,24,3,0.03,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A15FJALA,15.01.2025,81,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E14FJHLD,14.05.2024,78,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A18FJNLE,18.01.2025,75,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B01FJHLC,01.02.2025,75,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F25FJNLC,25.06.2024,72,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24G12FJNLD,12.07.2024,72,UN,3900,48,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E28FJNLD,28.05.2024,69,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A11FJNLC,11.01.2025,69,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A20FJNLA,20.01.2025,69,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,25A14FJALA,14.01.2025,69,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25A31FJHLB,31.01.2025,67,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A08FJNLB,08.01.2025,66,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F26FJNLA,26.06.2024,64,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F18FJNLE,18.06.2024,63,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F20FJNLB,20.06.2024,60,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E29FJNLA,29.05.2024,59,UN,3900,48,1,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24G12FJNLA,12.07.2024,58,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A18FJNLB,18.01.2025,58,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E10FJALD,10.05.2024,58,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E07FJALA,07.05.2024,56,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E07FJALE,07.05.2024,55,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E07FJALD,07.05.2024,54,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24E27FJNLA,27.05.2024,53,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTJ,26.02.2021,52,UN,2700,24,2,0.02,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F24FJNLA,24.06.2024,52,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B03FJHLE,03.02.2025,51,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22A22TJNMQ,22.01.2022,50,UN,2700,24,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21A29TJNTE,29.01.2021,49,UN,2700,24,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21E26TJNTA,26.05.2021,49,UN,2700,24,2,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E23FJHLD,23.05.2024,49,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21E26TJNTB,26.05.2021,47,UN,2700,24,2,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,25B03FJHLF,03.02.2025,45,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21E26TJNTC,26.05.2021,44,UN,2700,24,2,0.02,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTF,26.02.2021,43,UN,2700,24,2,0.02,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E24FJHLC,24.05.2024,42,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,920100513,JUREL LOMO AHUM RO160,24D24LJHLE,24.04.2024,39,UN,3900,48,1,0.01,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,24F19FJNLA,19.06.2024,39,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B01TJNTD,01.02.2021,38,UN,2700,24,2,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21A26TJNTF,26.01.2021,36,UN,2700,24,2,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B27TJNTB,27.02.2021,35,UN,2700,24,1,0.01,0.0,0,0.0
P109,I93,930101927,JUREL LOMO ACTE MAR SAN JOSE LITO 48X160,24E08FJALE,08.05.2024,35,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21B26TJNTI,26.02.2021,33,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,25A14TJNTB,14.01.2025,33,UN,2700,24,1,0.01,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E13FJHLB,13.05.2024,33,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22C09TJNMR,09.03.2022,32,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22D14TJNMO,14.04.2022,32,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20C09TJNTA,09.03.2020,32,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20C09TJNTB,09.03.2020,32,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20C09TJNTC,09.03.2020,32,UN,2700,24,1,0.01,0.0,0,0.0
P109,I93,920100512,JUREL LOMO ACTE RO160,24B27LJALG,27.02.2024,32,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,21B27TJNMQ,27.02.2021,31,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22C10TJNMQ,10.03.2022,31,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22D14TJNMP,14.04.2022,31,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22C19TJNTE,19.03.2022,31,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23E27TJNTF,27.05.2023,31,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23G22TJNTA,22.07.2023,31,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22D20TJNMO,20.04.2022,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,21L20TJNTC,20.12.2021,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22C11TJNTE,11.03.2022,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D25TJNTA,25.04.2022,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23G20TJNTE,20.07.2023,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23G24TJNTB,24.07.2023,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23G29TJNTB,29.07.2023,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23L29TJNTA,29.12.2023,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B08TJNTE,08.02.2024,30,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,25A13TJNTB,13.01.2025,30,UN,2700,24,1,0.01,0.0,0,0.0
P109,I93,930101928,JUREL LOMO AHUM SAN JOSE LITO 48X160,24E23FJHLE,23.05.2024,30,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22D12TJNMR,12.04.2022,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22D13TJNMO,13.04.2022,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B02TJNTE,02.02.2020,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B03TJNTF,03.02.2020,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B07TJNTF,07.02.2020,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B08TJNTG,08.02.2020,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B29TJNTK,29.02.2020,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22C07TJNTE,07.03.2022,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22C15TJNTC,15.03.2022,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,22D27TJNTB,27.04.2022,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23F15TJNTG,15.06.2023,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,23G26TJNTA,26.07.2023,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B06TJNTG,06.02.2024,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B10TJNTE,10.02.2024,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B17TJNTB,17.02.2024,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B19TJNTD,19.02.2024,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B24TJNTA,24.02.2024,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,24B24TJNTB,24.02.2024,29,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,25A09TJNTC,09.01.2025,29,UN,2700,24,1,0.01,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,23F30TJNTC,30.06.2023,29,UN,2700,24,1,0.01,0.0,0,0.0
P109,I93,930101926,JUREL LOMO NAT SAN JOSE LITO 48X160,25A13FJNLG,13.01.2025,29,UN,3900,48,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22C04TJNMQ,04.03.2022,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100046,JUREL MED NAT TALL NECK,22C18TJNMR,18.03.2022,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B03TJNTB,03.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B06TJNTF,06.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B09TJNTC,09.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B25TJNTA,25.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B26TJNTA,26.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B27TJNTD,27.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20B29TJNTD,29.02.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
D109,T93,920100057,JUREL TROZ NAT TALL NECK,20L17TJNTA,17.12.2020,28,UN,2700,24,1,0.01,0.0,0,0.0
